course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview
1344,Xero Cloud Accounting,ACCTRAIN ACADEMY PTE. LTD.,Cloud Basics,340.0,16.0,Unspecified,,"1) Review and modify the settings of cloud accounting software to meet Singapore Accounting rules._x000D_ 2) Prepare and input data for cloud accounting transactions and events accurately._x000D_ 3) Check and approve invoices, requisitions, accounts receivables/payables and cash transactions._x000D_"
1345,"YouTube Content Creation: Develop Your Unique Brand that Stands Out and Drives Engagement [Classroom Facilitated, Asynchronous E-Learning]",Singapore Institute Of Retail Studies (SIRS),Cloud Basics,225.0,18.0,Intermediate,,"Unlock the potential of YouTube to grow your brand and earn revenue with this 2-day intensive course. Whether youâ€™re starting a channel or looking to boost an existing one, youâ€™ll learn how to create engaging, customer-focused content that drives audience engagement and sales. Gain insights into"
1346,"(ACECCE) Engage in Continuous Learning and Reflective Practice (Infant/Toddler Educarer, Beginning Educarer)",KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,115.5,21.0,Intermediate,,"Early childhood educators have a major influence in the lives of young children, and the use of many talents and skills are required in teaching. They are also expected to be models of communication and interpersonal skills in their interactions with children, parents and colleagues. Teachers need a"
1347,(ACECCE) Facilitate the Continuity of Care and Education between the Home and Centre,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,115.5,30.0,Intermediate,,"Young children strive on relationships that help them build a sense of trust and security, which in turn develop confidence and build a sense of identity. Respectful relationships with families are needed to form positive relationships between educators and families and children, and these positive"
1348,"(ACEY) Engage in Continuous Learning and Reflective Practice (Infant/Toddler Educarer, Beginning Educarer)",KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,152.625,21.0,Intermediate,,"Early childhood educators have a major influence in the lives of young children, and the use of many talents and skills are required in teaching. They are also expected to be models of communication and interpersonal skills in their interactions with children, parents and colleagues. Educarers need"
1349,(ACEY) Facilitate the Continuity of Care and Education between the Home and Centre,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,152.625,40.0,Unspecified,,"Young infants and toddlers strive on relationships that help them build a sense of trust and security, which in turn develop confidence and build a sense of identity. Respectful relationships with families are needed to form positive relationships between educarers and families and children, and the"
1350,(ACEY) Supervised Teaching Practice 1,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,152.625,70.0,Unspecified,,"In this practicum phase, students are given the opportunities to under study and work with both young children and other practising educarers already in the field. Students will initiate and carry out effectively required roles and responsibilities in an infant / toddler care centre. They will take"
1351,(ACEY) Supervised Teaching Practice 2,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,152.625,116.0,Unspecified,,"In this practicum phase, students are given the opportunities to under study and work with both young children and other practising educarers already in the field. Students will initiate and carry out effectively required roles and responsibilities in an infant / toddler care centre. They will take"
1352,"(ACEY/CCP) Engage in Continuous Learning and Reflective Practice (Infant/Toddler Educarer, Beginning Educarer)",KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,152.625,21.0,Intermediate,,"Early childhood educators have a major influence in the lives of young children, and the use of many talents and skills are required in teaching. They are also expected to be models of communication and interpersonal skills in their interactions with children, parents and colleagues. Educarers need"
1353,(ACEY/CCP) Facilitate the Continuity of Care and Education between the Home and Centre,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,152.625,40.0,Unspecified,,"Young infants and toddlers strive on relationships that help them build a sense of trust and security, which in turn develop confidence and build a sense of identity. Respectful relationships with families are needed to form positive relationships between educarers and families and children, and the"
1354,(ACEY/CCP) Supervised Teaching Practice 1,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,152.625,70.0,Unspecified,,"In this practicum phase, students are given the opportunities to under study and work with both young children and other practising educarers already in the field. Students will initiate and carry out effectively required roles and responsibilities in an infant / toddler care centre. They will take"
1355,(ACEY/CCP) Supervised Teaching Practice 2,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,152.625,116.0,Unspecified,,"In this practicum phase, students are given the opportunities to under study and work with both young children and other practising educarers already in the field. Students will initiate and carry out effectively required roles and responsibilities in an infant / toddler care centre. They will take"
1356,(HCIC) Facilitate the Continuity of Care and Education between the Home and Centre,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,150.0,24.0,Beginner,,"Respectful relationships with families form the foundation of positive relationships between educarers, families and children. Young infants and toddlers strive and grow on these relationships that encourage development of trust and security._x000D_ In this module, students will explore the various"
1357,(HCIC) Supervised Teaching Practice,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,150.0,112.0,Unspecified,,"In this practicum phase, students are given the opportunities to under study and work with both young infants and toddlers and other practising educarers already in the field. Students will initiate and carry out effectively required roles and responsibilities in an infant / toddler care centre. The"
1358,(HCIC/CCP) Facilitate the Continuity of Care and Education between the Home and Centre,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,150.0,24.0,Beginner,,"Respectful relationships with families form the foundation of positive relationships between educarers, families and children. Young infants and toddlers strive and grow on these relationships that encourage development of trust and security._x000D_ In this module, students will explore the various"
1359,(HCIC/CCP) Supervised Teaching Practice,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,150.0,112.0,Unspecified,,"In this practicum phase, students are given the opportunities to under study and work with both young infants and toddlers and other practising educarers already in the field. Students will initiate and carry out effectively required roles and responsibilities in an infant / toddler care centre. The"
1360,"(Micro-Credential) Mastering Infographic Scripts: Content, Design, and Delivery",SINGAPORE POLYTECHNIC,Communication,420.0,30.0,Unspecified,,"This course will equip participants with the essential skills to create effective infographic scripts, focusing on key components such as the hook, body, and call to action. Emphasising on a platform activation approach, the course will cover script writing in a two-column format and storyboarding,"
1361,(Micro-Credential) Motion Design Fundamentals,SINGAPORE POLYTECHNIC,Communication,420.0,30.0,Intermediate,,"The Motion Design Fundamentals course grounds participants in core motion theories like synesthesia, wave motion, and looping, establishing a strong theoretical framework that underpins effective motion design. These principles help participants understand the essence of motion graphics and prepare"
1362,(PDECCE-T) Collaborate with Colleagues to Foster Positive Workplace Relations (Beginning Pre-school Teacher),KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,12.0,Intermediate,,"Working collaboratively with others brings many advantages. It builds effective teams in working together in accomplishing tasks, implementing new ideas, solving problems and generates greater energy and interest. This module also applies to the organisation's professional personnel working with oth"
1363,"(PDECCE-T) Effective Communication Skills: Writing, Speech and Presentation",KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,15.0,Unspecified,,"Good writing skills are needed to ensure good organisation and flow of ideas in written assignments. It is important to express ideas and knowledge with clarity to communicate to the intended audience. In this module, students will be exposed to types of writing needed in the coursework and engage i"
1364,(PDECCE-T) Establish Home-Centre Partnerships (Beginning Pre-school Teacher),KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,36.0,Intermediate,,"Researchers and practitioners have highlighted that in order for children to reach their optimal levels of development, children will need assistance from their families and communities. This partnership is the key to the establishment of successful relationships among families, schools and communit"
1365,(PDECCE-T) Working with the Community,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,24.0,Intermediate,,"Young childrenâ€™s lives are shaped by home and family, by schools and education programmes, by the neighbourhood and community and beyond. The community can serve as a great resource to the child, family and school. Parents and teachers can tap on the community to support and benefit them and the c"
1366,(PDECCE-T) Young Children and Numeracy Development,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,60.0,Beginner,,"Mathematics helps us to make sense of the world today. Thus, it is essential in the early childhood curriculum to develop competence and thinking skills in young children. Young childrenâ€™s development of understanding and use of symbols for communication and thinking will be central to this module"
1367,(PDECCE-T) Young Children and Play Development,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,22.0,Unspecified,,This module explores the importance of play development in young children and its relationship to learning. Discussions of what play is and how to incorporate it into a curriculum for children from toddlerhood through the primary grades will accompany understanding of the quality of play in early ch
1368,(PDECCE-T/CCP) Collaborate with Colleagues to Foster Positive Workplace Relations (Beginning Pre-school Teacher),KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,12.0,Intermediate,,"Working collaboratively with others brings many advantages. It builds effective teams in working together in accomplishing tasks, implementing new ideas, solving problems and generates greater energy and interest. This module also applies to the organisation's professional personnel working with oth"
1369,"(PDECCE-T/CCP) Effective Communication Skills: Writing, Speech and Presentation",KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,15.0,Unspecified,,"Good writing skills are needed to ensure good organisation and flow of ideas in written assignments. It is important to express ideas and knowledge with clarity to communicate to the intended audience. In this module, students will be exposed to types of writing needed in the coursework and engage i"
1370,(PDECCE-T/CCP) Establish Home-Centre Partnerships (Beginning Pre-school Teacher),KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,36.0,Intermediate,,"Researchers and practitioners have highlighted that in order for children to reach their optimal levels of development, children will need assistance from their families and communities. This partnership is the key to the establishment of successful relationships among families, schools and communit"
1371,(PDECCE-T/CCP) Working with the Community,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,24.0,Intermediate,,"Young childrenâ€™s lives are shaped by home and family, by schools and education programmes, by the neighbourhood and community and beyond. The community can serve as a great resource to the child, family and school. Parents and teachers can tap on the community to support and benefit them and the c"
1372,(PDECCE-T/CCP) Young Children and Numeracy Development,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,60.0,Beginner,,"Mathematics helps us to make sense of the world today. Thus, it is essential in the early childhood curriculum to develop competence and thinking skills in young children. Young childrenâ€™s development of understanding and use of symbols for communication and thinking will be central to this module"
1373,(PDECCE-T/CCP) Young Children and Play Development,KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,182.667,22.0,Unspecified,,This module explores the importance of play development in young children and its relationship to learning. Discussions of what play is and how to incorporate it into a curriculum for children from toddlerhood through the primary grades will accompany understanding of the quality of play in early ch
1374,"(SCTP Module) Consumer Behavior and Behavorial Insights (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,Communication,222.0,60.0,Unspecified,,This course provides an understanding of the consumer behaviour and uses behavioural insights frameworks to modify the behaviours of the consumers to achieve and influence better outcomes for the decision-making process. This module looks at pre-purchase and purchase factors that affect a consumerâ€
1375,"(SCTP Module) Environmental Communication and Outreach (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,Communication,172.8,30.0,Unspecified,,"This module helps participants understand and apply the theories and principles of communication as well as cultural considerations to ensure that the messages are effectively conveyed. Participants will learn to develop outreach plans and strategies, and effectively communicate their ideas to raise"
1376,"(SCTP Module) Mastering Career Essentials (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,Communication,450.0,45.0,Unspecified,,"This module will allow participants to embark on a transformative learning journey with core skills modules covering digitalization, effective communication, growth mindset, life design, innovation, future readiness, and career navigation. Participants will equip themselves with essential skills and"
1377,(SCTP Module) Professional Certificate in Wellness Therapy and Practices (Classroom & Synchronous e-Learning),Republic Polytechnic,Communication,717.0,60.0,Intermediate,,"The purpose of this course is to equip participants with the operational and management skills to meet the demands of the health, wellness and spa industry._x000D_ _x000D_ The certificate will be delivered through hands-on simulation and practical activities conducted in the classroom as well as in"
1378,"(SCTP) Advanced Certificate in Product Management Essentials (Classroom, Asynchronous and Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,Communication,5760.0,320.0,Advanced,,"This certificate programme is designed to equip aspiring product managers with the skills and knowledge to excel in product management and related roles. From the core principles of product management and market research to developing data-driven strategies and effective stakeholder communication, t"
1379,"(SCTP) Advanced Professional Certificate in Driving Sustainability in Green Technology - The Future of Smart Building and Smart City (Classroom, Synchronous and Asynchronous E-Learning)",NANYANG TECHNOLOGICAL UNIVERSITY,Communication,5400.0,240.0,Advanced,,This 4-month programme has been designed by experienced industrial practitioners to support mid-career individuals in attaining industry-relevant skills to boost their employability and pivot to new roles in the Built Environment sector._x000D_ _x000D_ The highlights of this programme includes:_x000
1380,(SCTP) Desktop Support Engineer,NTUC LEARNINGHUB PTE. LTD.,Communication,4680.0,292.0,Advanced,,This is a part-time course. Our SCTP Desktop Support Engineer course is meticulously designed to provide you with the critical skills and professional knowledge required to launch a successful career in the Information and Communications Technology (ICT) sector. This course offers a comprehensive bl
1381,(SCTP) Digital Marketer,NTUC LEARNINGHUB PTE. LTD.,Communication,939.0,72.0,Unspecified,,Retail (SF): Workplace Communications L1	_x000D_ â€¢	Interpret and analyse information received_x000D_ â€¢	Plan response to information received taking into account the social and cultural background of the recipient of information_x000D_ â€¢	Use appropriate communication techniques that consider so
1382,(SCTP) Green and Sustainable Data Centre Technologies (Full-Time) (TA-eligible),SINGAPORE POLYTECHNIC,Communication,4860.0,383.0,Beginner,,The programme is offered as an industry certification-based train and place program in Green and Sustainable Data Centre domain sector in collaboration with DCD Academy and Singtelâ€™s Nxera. This program will prepare the trainees with essential Information and Communication Technology (ICT) skills
1383,(SCTP) WSQ Diploma in Retail (E-Commerce: Omni-Channel) (Full Time) [TA-eligible],Nanyang Polytechnic,Communication,3273.0,276.0,Unspecified,,"Unlock your potential in the evolving retail landscape with our comprehensive course! Gain essential skills to master omnichannel business models, optimize inventory systems, and design high-performing websites that enhance customer experiences and drive conversions. Learn to make strategic decision"
1384,(SCTP) WSQ Diploma in Retail (Retail Operations) (Full Time) [TA-eligible],Nanyang Polytechnic,Communication,2772.0,270.0,Advanced,,"Elevate your retail expertise with our dynamic course designed to equip you with critical skills for customer-focused business strategies and service innovation. Learn to identify and respond to retail trends, leverage cutting-edge technologies, and connect effectively with your target audience. Enh"
1385,(SCTP) WSQ Higher Certificate in Tourism (Events Management and Operations),SHATEC INSTITUTES PTE. LTD.,Communication,1609.2,298.0,Beginner,,"At the end of the Higher Certificate course, students will be able to:_x000D_ _x000D_ â€¢ Identify needs of participantsâ€™ travel requirements, support logistics activities, and support registration processes during MICE events;_x000D_ â€¢ Use basic communication skills to develop and maintain posi"
1386,"(SCTP) WSQ Professional Diploma in Early Childhood Care and Education-Teaching (Chinese) (Classroom, Synchronous & Asynchronous e-learning) (16 Months Intensive)",KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,4932.0,1200.0,Intermediate,,"a.Enable students to transfer education philosophies and child development theories into practices which provide wide-ranging, multimedia and developmentally appropriate experiences for young children;_x000D_ _x000D_ b.Enable students to be skillful in their role of observation and application of kn"
1387,"(SCTP) WSQ Professional Diploma in Early Childhood Care and Education-Teaching (Chinese) (Classroom, Synchronous & Asynchronous e-learning) (30 Months Intensive)",KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,4932.0,1200.0,Intermediate,,"a.Enable students to transfer education philosophies and child development theories into practices which provide wide-ranging, multimedia and developmentally appropriate experiences for young children;_x000D_ _x000D_ b.Enable students to be skillful in their role of observation and application of kn"
1388,(SCTP) WSQ Professional Diploma in Early Childhood Care and Education-Teaching (Chinese) (Synchronous & Asynchronous e-learning),KLC INTERNATIONAL INSTITUTE PTE. LTD.,Communication,4932.0,1200.0,Intermediate,,"a.Enable students to transfer education philosophies and child development theories into practices which provide wide-ranging, multimedia and developmentally appropriate experiences for young children;_x000D_ _x000D_ b.Enable students to be skillful in their role of observation and application of kn"
1389,(SCTP) Workplace Communications (SF - Manager) [Classroom Facilitated] (FT),Nanyang Polytechnic,Communication,252.0,18.0,Intermediate,,"In this module, participants will learn about standards for promoting effective communication among staff and minimise gaps in workplace communication to enhance professionalism and efficiency at the workplace."
1390,(eCornell) Advanced Business Writing,GENASHTIM,Communication,700.0,12.0,Advanced,,"In this course, you will refine your written communication skills through a variety of challenging scenarios. You will practice adjusting your message tone, components, and structure to fit the needs of your audience. By the end of this course, you will have practiced the skills needed to plan and"
1391,(eCornell) Aligning Employee Performance with Organizational Goals,GENASHTIM,Communication,700.0,12.0,Advanced,,"Based on the research and expertise of John Hausknecht, Ph.D., you will evaluate the possibility of working with or without a system, identify the properties and benefits of different systems, and explore different approaches to performance management. Steps to mitigate risk will be outlined, common"
1392,(eCornell) Becoming a Powerful Leader,GENASHTIM,Communication,700.0,12.0,Advanced,,"In this course you will define and differentiate between leadership and management, develop a strategy for overcoming new leadership challenges, and evaluate motivational techniques and determine when to use them. You will also identify the skills needed to develop relationships crucial to your care"
1393,(eCornell) Brand Activation,GENASHTIM,Communication,700.0,12.0,Unspecified,,"In this course, you will see that brand activation is much more than clever communications or perfectly placed messages. You will begin developing your skills in brand activation by identifying and analyzing a brand target market and determining consumer insights that will prepare you to create an a"
1394,(eCornell) Communication Planning for Change,GENASHTIM,Communication,700.0,12.0,Beginner,,"In this course, you will explore the different ways change can impact people, how communication can alleviate negative reactions, and how to work with resistance to change. You will be introduced to formal communication plans, identifying the kinds of change that require documented plans and establi"
1395,(eCornell) Creating and Communicating the Value of Your Brand,GENASHTIM,Communication,700.0,12.0,Unspecified,,"In this course, you will look at the value of a brand through brand equity from both the firm's and the customer's perspective. You will make the connection between customer loyalty and building brand equity. You will also discuss marketing communications: how they work, what forms exist, and how yo"
1396,(eCornell) Crisis Communication Planning,GENASHTIM,Communication,700.0,12.0,Unspecified,,"In this course, you will define crisis, paracrisis, and the goals of crisis communication. You will share your own experiences and practice identifying potential crises, creating a crisis communication plan, choosing a crisis communication team, and evaluating the plan. The course is provided by eC"
1397,(eCornell) Cross-Cultural Communication,GENASHTIM,Communication,700.0,12.0,Unspecified,,"In this course, you will practice becoming more aware of how your Social Styleï¿½ is interpreted by others and how that impacts your interactions with others at work. You will also develop strategies for overcoming social blind spots in order to mitigate the risk of ineffective communication in cro"
1398,(eCornell) Developing Service Excellence Competencies,GENASHTIM,Communication,700.0,12.0,Unspecified,,"In this course, you will identify the responsibilities of a service champion and the personal characteristics that contribute to effectiveness. The key skills required to assess, guide, and motivate service employeesï¿½ performance are presented. You will practice the competencies required for engag"
1399,(eCornell) Expanding Interactive Systems With Devices and Libraries,GENASHTIM,Communication,700.0,12.0,Intermediate,,"In this course, you will begin by physically connecting components to a microcontroller board then sort out the code needed to make the microcontroller and the external components communicate in a fluid way. This will introduce you to the world of libraries and sample code, and you will have the opp"
1400,(eCornell) Fundraising and Revenue Generation,GENASHTIM,Communication,700.0,12.0,Beginner,,"This course will cover the basics of fundraising, lobbying, grant writing, working with community and family foundations, and using social networking, marketing, and branding, all in efforts to bring in more revenue. Professor Grasso will share models of fundraising, approaches to other funding, an"
1401,(eCornell) Innovating with 5G,GENASHTIM,Communication,700.0,12.0,Unspecified,,"In this course, Cornell University professor Aija Leiponen will guide you through the key capabilities of 5G wireless networks, including significantly increased speed, reliability, responsiveness, and device-to-device communication. Using an analytical framework and other supporting tools, you will"
1402,(eCornell) Launching 5G Applications,GENASHTIM,Communication,700.0,12.0,Beginner,,"In this course, you will devise a strategy to build your network which involves getting many parties to adopt your innovation simultaneously. Finally, you will manage the boundaries of the network to your advantage and help customers and complementors switch into your product or service while modera"
1403,(eCornell) Persuasive Writing,GENASHTIM,Communication,700.0,12.0,Intermediate,,"This course will help you gain and strengthen your persuasive writing skills. You will be guided through the process of narrowing your objective to a very specific ask, analyzing your audience to know how to appeal to their sense of reason as well as their emotions, and then building the evidence th"
1404,(eCornell) Psychology of Negotiation,GENASHTIM,Communication,1000.0,15.0,Beginner,,This course focuses on the psychological element of negotiation. You will learn how understanding your own and your partner's psychological state can have a significant effect on how your negotiation unfolds. You will be introduced to techniques that will allow you to develop your emotional intellig
1405,(eCornell) Systems Security,GENASHTIM,Communication,1000.0,15.0,Unspecified,,"In this course, you will examine security for computers and networked information systems. The focus is abstractions, principles, and defenses for implementing military and commercial-grade secure systems. Through this lens, you will explore security and survivability for computers and communication"
1406,(eCornell) Virtual Communication,GENASHTIM,Communication,700.0,12.0,Unspecified,,"In this course, you will learn to communicate effectively in a virtual environment and address the complexities inherent in online communication that are largely absent from face-to-face communication. You will learn how to create and adapt to virtual interactions, which includes activities such as"
1407,(eCornell) Writing Web Copy,GENASHTIM,Communication,700.0,12.0,Unspecified,,"In this course, you will practice skills that will help you master writing web copy for maximum understanding, engagement, and impact. These skills require approaching communication from multiple angles ï¿½ from the big-picture view to the precise language you use. In this course, you will be provid"
1408,5G Fundamentals and Applications,Republic Polytechnic,Communication,100.5,8.0,Beginner,,"â€¢	Overview of the evolution in Mobile Communications._x000D_ â€¢	Understand the technology drivers of 5G._x000D_ â€¢	Understand the network architecture, components and features of 5G Cloud Elastic Architecture Introduction and Reference Cases._x000D_ â€¢	Explain the RF and Core Network of 5G._x00"
1409,5G Telecommunication Foundation for Business and Management Professionals with 5G Business Case Analysis,NATIONAL UNIVERSITY OF SINGAPORE,Communication,765.0,21.0,Intermediate,,"At the end of this course, the participants will:_x000D_ â€¢ Understand basic technology of 5G_x000D_ â€¢ Understand and articulate the Key Performance Indicators (KPIs) of a 5G-related business_x000D_ â€¢ Understand the importance of softwarization of 5G to drive enterprise adoption_x000D_ â€¢ Unde"
1410,5G Telecommunication Foundation for Business and Management Professionals with 5G Business Case Analysis(Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Communication,1275.0,21.0,Intermediate,,"At the end of this course, the participants will:_x000D_ _x000D_ â€¢ Understand basic technology of 5G_x000D_ _x000D_ â€¢ Understand and articulate the Key Performance Indicators (KPIs) of a 5G-related business_x000D_ _x000D_ â€¢ Understand the importance of softwarization of 5G to drive enterprise"
1411,5G Telecommunication Foundation with End-to-End Technical Solution Case Studies,NATIONAL UNIVERSITY OF SINGAPORE,Communication,765.0,21.0,Beginner,,"At the end of the course, the participants will:_x000D_ â€¢ Understand mobile networks from 1G to 5G_x000D_ â€¢ be able to articulate the features and functions of a 5G network_x000D_ â€¢ be able to state the criticality of softwarization, Cloud, and microservices in 5G deployments_x000D_ â€¢ unders"
1412,5G Telecommunication Foundation with End-to-End Technical Solution Case Studies (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Communication,1275.0,21.0,Beginner,,"At the end of the course, the participants will:_x000D_ _x000D_ â€¢ Understand mobile networks from 1G to 5G_x000D_ _x000D_ â€¢ be able to articulate the features and functions of a 5G network_x000D_ _x000D_ â€¢ be able to state the criticality of softwarization, Cloud, and microservices in 5G deplo"
1413,9UCA Career Coach,UCMHP ACADEMY PTE. LTD.,Communication,483.5,12.75,Beginner,,LU1: Introduction to Fourth Industrial Revolution (4IR) Career Coaching	_x000D_ LO1: Identify 1 principle and guideline for career development and select 1 resource required to support career coaching at your workplace _x000D_ _x000D_ LU2: Develop internal capabilities in career coaching for your to
1414,A Primer on Cybersecurity,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Communication,540.0,14.5,Beginner,,"1.fundamental concepts of cybersecurity such as Confidentiality, Availability, Integrity;_x000D_ 2.fundamental cryptographic primitives and their applications;_x000D_ 3.principles behind secure communication protocols;_x000D_ 4.principle of secure software construction;_x000D_ 5.basic web vulnerabil"
1415,ADVERTISING STRATEGIES,NATIONAL UNIVERSITY OF SINGAPORE,Communication,1260.0,38.0,Unspecified,,"This module places advertising within the integrated marketing communications (IMC) framework and develops an understanding and appreciation of the role that advertising plays in business organizations in the local and international context. Students will learn about the advertising process, as well"
1416,AI Application Development with Large Language Models (LLM),TERTIARY INFOTECH PTE. LTD.,Communication,400.0,16.0,Advanced,,"Dive into the innovative world of AI Application Development with Large Language Models (LLM) in this comprehensive course. Designed for those looking to enhance their digital marketing expertise, the course focuses on developing practical skills for formulating and budgeting effective social media"
1417,"AI Content Creation with Designs.AI: Smarter, Faster, Easier [Classroom Facilitated, Practical Training, Asynchronous E-Learning]",Singapore Institute Of Retail Studies (SIRS),Communication,1455.0,96.0,Intermediate,,"Dive into exploring the power of AI in Content Creation with one of the most powerful AI platforms, Designs.ai._x000D_ _x000D_ Smarter, Faster, Easier: this Course features hands-on use of the cutting-edge capabilities of Designs.ai which is a single (and convenient) AI platform that incorporates so"
1418,AI for Business Communication,Nanyang Polytechnic,Communication,90.0,7.0,Unspecified,,"Through this course, learners will be equipped with the competency to:_x000D_ - Experience how new AI technologies are enhancing business communications for internal and external stakeholders_x000D_ - Utilise AI technologies to improve their own business communication skills from business writing an"
1419,AI for Business Communication (Synchronous E-Learning),Nanyang Polytechnic,Communication,78.0,7.0,Unspecified,,"Through this course, learners will be equipped with the competency to:_x000D_ - Experience how new AI technologies are enhancing business communications for internal and external stakeholders_x000D_ - Utilise AI technologies to improve their own business communication skills from business writing an"
1420,AI for Business Communication (part of SCTP Certificate in Digital Marketing & Content Curation),Nanyang Polytechnic,Communication,63.0,7.0,Unspecified,,"Through this course, learners will be equipped with the competency to:_x000D_ - Experience how new AI technologies are enhancing business communications for internal and external stakeholders_x000D_ - Utilise AI technologies to improve their own business communication skills from business writing an"
1421,AI-Driven Communication Strategies to Drive Service Excellence,EDUSPHERE COLLEGE OF MANAGEMENT AND TECHNOLOGY PTE. LTD.,Communication,330.0,16.0,Intermediate,,"At the end of the course, learners are able to:_x000D_ 1) Identify the various types of customers, their needs and expectations, including those interacting through AI-driven channels. _x000D_ 2) Demonstrate the qualities and characteristics of a service professional by projecting a professional ima"
1422,AI-aided Design Thinking for Creative Problem-Solving,EVEREST INNOVATION PTE. LTD.,Communication,650.0,16.0,Intermediate,,"Here is a concise, academic-style ""About This Course"" description within the stipulated character limit:  _x000D_ _x000D_ This course, titled ""AI-aided Design Thinking for Creative Problem-Solving,"" strategically integrates the innovative capabilities of Generative AI with the structured methodologi"
1423,Accounting & Finance - Part of Certificate in Business Fundamentals (DB9AM1)(Classroom),Ngee Ann Polytechnic,Communication,1698.0,60.0,Intermediate,,"This course is designed for any learner who is keen to: _x000D_ â€¢acquire a working knowledge of managing human resource, digital marketing strategies and entrepreneurial strategies; _x000D_ â€¢plan, administer and improve business operations and governance in the areas of service operations, busin"
1424,Accounting & Finance - Part of Modular Certificate in Business Fundamentals (DBAM3),Ngee Ann Polytechnic,Communication,1698.0,60.0,Intermediate,,"This course is designed for any learner who is keen to: _x000D_ â€¢acquire a working knowledge of managing human resource, digital marketing strategies and entrepreneurial strategies; _x000D_ â€¢plan, administer and improve business operations and governance in the areas of service operations, busin"
1425,Acute Paediatrics,NATIONAL UNIVERSITY OF SINGAPORE,Communication,1620.0,44.5,Unspecified,,"Knowledge and Insight (Understanding)_x000D_ â€¢ Spectrum of play and sport-related injuries, and red flags of non-accidental injuries_x000D_ â€¢ Fever patterns in children_x000D_ â€¢ Prescription patterns and antibiotic susceptibilities _x000D_ _x000D_ Application of Knowledge & Insight_x000D_ â€¢"
1426,Administer Server (SF) (Synchronous and Asynchronous E-Learning),LITHAN ACADEMY PTE. LTD.,Communication,1000.0,60.5,Unspecified,,"At the end of this module, the learner is able to acquire the following:_x000D_ -KNOWLEDGE-_x000D_ â€¢ End-to-end security administration processes â€¢ Tools and techniques to enhance website security â€¢ Emerging security issues and threats â€¢ Security weaknesses â€¢ Key principles of user access"
1427,Adolescent Health,NATIONAL UNIVERSITY OF SINGAPORE,Communication,2025.0,57.5,Unspecified,,"Knowledge and Insight (Understanding)_x000D_ â€¢ Eriksonâ€™s psychosocial tasks for adolescents: identity formation versus confusion; relations with parents, peers, partners._x000D_ â€¢ Biopsychosocial approach to sexuality and sexual health. _x000D_ â€¢ Biopsychology of sexual orientation versus ge"
1428,Advanced Certificate in Allied Legal Professional Skills Module 5: Legal Communications and Business Development,SINGAPORE MANAGEMENT UNIVERSITY,Communication,600.0,16.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Explain what the concept of communications and business development_x000D_ â€¢ Explain why business development is important_x000D_ â€¢ Explain the ethical and professional limits on business development_x000D_ â€¢ Identify app"
