course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview
3488,(eCornell) Data Cleaning With the Tidyverse,GENASHTIM,Data Cleaning,700.0,12.0,Unspecified,,"In this course, you will delve into the world of data cleaning by presenting and manipulating your data with the Tidyverse in R. You will organize data by selecting only the variables you're interested in, creating new groups of data, and summarizing data in a way that makes sense for the questions"
3489,Additive Manufacturing and 3D Printing,LEARNERS HUB PTE. LTD.,Data Cleaning,400.0,16.0,Beginner,,"This course, ""Additive Manufacturing and 3D Printing,"" is designed to provide a comprehensive understanding of Additive Manufacturing (AM), also known as 3D printing. Students will gain a foundational understanding of AM. The course will introduce the history of AM and various AM technologies, such"
3490,Analyze and Visualize Data With Python,INTELLISOFT SYSTEMS,Data Cleaning,490.0,16.0,Unspecified,,"This course teaches you how to analyse and visualize data using Python and interpret the results for business insights. You will learn to use Pandas, Matplotlib and Seaborn packages of Python for Statistical analysis and visualization of data. The key learning objectives are listed below:_x000D_ _x0"
3491,Applied Statistics for Precision Medicine,NATIONAL UNIVERSITY OF SINGAPORE,Data Cleaning,1620.0,41.0,Intermediate,,Learners should able to: _x000D_ 1) Explain principles of statistical modelling of data for precision medicine _x000D_ 2) Explain the challenges of analyzing high throughput datasets for precision medicine _x000D_ 3) Design high throughput experiments in precision medicine to minimize confounders an
3492,Augmented Data Preparation (in PDC in Augmented Analytics in Specialist Diploma in Data Science For Business),Temasek Polytechnic,Data Cleaning,547.2,60.0,Beginner,,This module covers the fundamental principles of data preparation and the skills involved in automating data preparation tasks.
3493,Building AI Models using Azure,NTUC LEARNINGHUB PTE. LTD.,Data Cleaning,360.0,32.0,Unspecified,,"This comprehensive 4-day program is designed to equip participants with the skills and knowledge to build AI models using Microsoft Azure. It covers the end-to-end process of AI model development, from data preparation to deployment. Participants will gain hands-on experience with Azure's AI service"
3494,Business Analytics Essentials for finance industry - Synchronous elearning,Nanyang Polytechnic,Data Cleaning,252.0,28.0,Unspecified,,"This module provides an overview of business analytics and covers data management aspects such as data lifecycle, governance, security, privacy and preparation with specific focus in the finance sector. The participants will be able to apply data preparation techniques such as extracting, cleansing"
3538,(Micro-Credential) Human Resource (HR) Data Visualisation (Synchronous e-learning),SINGAPORE POLYTECHNIC,Data Visualization,198.0,15.0,Beginner,,"The course is designed to provide participants with the working knowledge on the basic principles of data visualisation and its tools to create effective, purpose-driven visualisations. It will equip participants with the skills to acquire, measure, monitor, visualise and communicate business insigh"
3539,(SCTP Module) Certificate in Accounting Digitalisation (Classroom & Asynchronous e-Learning),Republic Polytechnic,Data Visualization,780.0,120.0,Beginner,,The following topics will be covered:_x000D_ â€¢ Basic elements of statistics_x000D_ â€¢ Data representation and interpretation_x000D_ â€¢ Descriptive statistics_x000D_ â€¢ Continuous probability distributions_x000D_ â€¢ Sampling methodology_x000D_ â€¢ Hypothesis testing_x000D_ â€¢ Analysis of Varia
3540,"(SCTP Module) Consumer Research and Data Visualization (Classroom, Synchronous and Asynchronous)",Republic Polytechnic,Data Visualization,270.0,60.0,Unspecified,,"This course provides comprehensive coverage of concepts, tools, and techniques to gain consumer insights, with an emphasis on generating, applying, and interpreting these insights obtained to aid business decision making particularly in the area of consumer marketing. Students will learn about the k"
3541,(SCTP Module) Data Storytelling with Visualisation,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Data Visualization,1350.0,156.5,Unspecified,,Perform the visualisation component for the role of a junior data scientist or business intelligence role._x000D_ Extract insights visually from exploratory data analysis process_x000D_ Interpret convoluted patterns and meaningful insights with the help of data visualisation tools_x000D_ Visualize d
3542,"(SCTP) Advanced Certificate in Data Communications and Visualisation for Business Analyst (Classroom, Asynchronous and Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,Data Visualization,5760.0,330.0,Advanced,,This certificate programme is designed for non-technical professionals who want to develop data visualisation skills to effectively communicate insights through data.
3543,(SCTP) Associate Data Analyst,NTUC LEARNINGHUB PTE. LTD.,Data Visualization,5700.0,375.0,Intermediate,,"This is a part-time course. This programme is designed for career switchers aiming to break into the field of data analytics. It offers a structured learning path covering data analysis fundamentals, tools, and techniques, making it suitable for individuals with little to no prior experience in prog"
3544,(SCTP) Certificate in Data Analytics with Artificial Intelligence (Full-time) (TA-eligible),Nanyang Polytechnic,Data Visualization,4800.0,480.0,Unspecified,,"Data Analytics is paramount in organisation in drawing meaningful and actionable insights from raw data to drive smart decision making. This course is designed to empower learners to effectively perform data exploratory, data modelling, data transformation and machine learning techniques to analyze"
3545,(SCTP) Data Analyst,NTUC LEARNINGHUB PTE. LTD.,Data Visualization,960.0,80.0,Beginner,,"Retail (SF): Data Science Fundamentals L1_x000D_ As we continue to adopt the use of technology in our everyday life, large sets of data are also being generated exponentially for our use, especially in the workplace. The demand for skills in data analytic helps businesses identify market trends and"
3546,"(SCTP) [Advanced Data Analytics and Visualisation] (Classroom, Synchronous & Asynchronous e-learning)",Ngee Ann Polytechnic,Data Visualization,3000.0,180.0,Advanced,,"By the end of the course, participants will be able to:_x000D_ o	Acquire information organisation and processing techniques efficiently_x000D_ o	Cleanse, prepare and manipulate data that will be useful for analysis_x000D_ o	Build data visualisations and dashboards using MS Excel to obtain insights a"
3547,"(SCTP) [Data Science Bootcamp] (Classroom, Synchronous & Asynchronous e-learning) (Full-Time) (TA-eligible)",Ngee Ann Polytechnic,Data Visualization,5400.0,480.0,Unspecified,,"By the end of the course, participants will be able to:_x000D_ o	Perform data preparation, manipulation and wrangling with the R programming language_x000D_ o	Understand the statistics used to analyse data_x000D_ o	Create insightful data visualisations using R and Tableau_x000D_ o	Apply machine lear"
3880,AWS Certified Data Engineer Associate Training,TERTIARY INFOTECH PTE. LTD.,Data Warehousing,750.0,24.0,Intermediate,,"The WSQ AWS Certified Data Engineer Associate Training equips professionals with the essential skills to manage and optimize data workflows on AWS. Participants will learn to transform data using AWS services, operate and maintain AWS data warehouses, and apply data profiling techniques to enhance d"
3881,Big Data Technologies,SINGAPORE POLYTECHNIC,Data Warehousing,2280.0,75.0,Unspecified,,Course Objectives for Specialist Diploma (NSDEG) programme will be:_x000D_ _x000D_ â€¢ To equip students with knowledge and skills on Statistics and Programming for Data Science._x000D_ _x000D_ â€¢ To equip students with knowledge and skills on setting up databases and data warehouses for organisati
3882,Certificate in Data Engineering,SINGAPORE POLYTECHNIC,Data Warehousing,4560.0,150.0,Unspecified,,Course Objectives for Specialist Diploma (NSDEG) programme will be:_x000D_ _x000D_ â€¢ To equip students with knowledge and skills on Statistics and Programming for Data Science._x000D_ _x000D_ â€¢ To equip students with knowledge and skills on setting up databases and data warehouses for organisati
3883,Certificate in Fundamentals of Data Science,SINGAPORE POLYTECHNIC,Data Warehousing,3648.0,120.0,Beginner,,Course Objectives for Specialist Diploma (NSDEG) programme will be:_x000D_ _x000D_ â€¢ To equip students with knowledge and skills on Statistics and Programming for Data Science._x000D_ _x000D_ â€¢ To equip students with knowledge and skills on setting up databases and data warehouses for organisati
3884,DATA ANALYTICS AND STATISTICAL MODELLING,GENERAL ASSEMBLY SPACE ACADEMY PTE. LTD.,Data Warehousing,1215.5,93.5,Unspecified,,"At the end of this course, learners will be able to: _x000D_ _x000D_ Use Python and Pandas to collect data from different sources_x000D_ _x000D_ Merge data using Pandas _x000D_ _x000D_ Check and clean for the 5 common data issues: outliers, duplicates, missing values, out-of-range values and inconsi"
3885,DATA AND BACK-END DEVELOPMENT,GENERAL ASSEMBLY SPACE ACADEMY PTE. LTD.,Data Warehousing,1588.75,102.5,Unspecified,,"At the end of the course, learners will be able to: _x000D_ _x000D_ - Identify the data types in Postgresql and their storage requirements_x000D_ - Draft an entity-relationship (schema) diagrams_x000D_ -  Create primary keys, foreign keys and not-null constraints to maintain, store and retrieve data"
3886,Data Analytics on Azure Cloud,NATIONAL UNIVERSITY OF SINGAPORE,Data Warehousing,570.0,14.0,Unspecified,,This course will enable participants to:_x000D_ â€¢  Explore data analytics and visualisation in the cloud environment_x000D_ â€¢  Learn about large-scale data warehousing on Azure_x000D_ â€¢  Acquire hands-on practice on querying data in Azure Lakehouse_x000D_ â€¢  Understand the Modern data wareho
3887,Data Analytics on Azure Cloud (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Data Warehousing,570.0,14.0,Unspecified,,This course will enable participants to:_x000D_ â€¢  Explore data analytics and visualisation in the cloud environment_x000D_ â€¢  Learn about large-scale data warehousing on Azure_x000D_ â€¢  Acquire hands-on practice on querying data in Azure Lakehouse_x000D_ â€¢  Understand the Modern data wareho
3888,Data Lakes and Data Warehouses with Cloud,NATIONAL UNIVERSITY OF SINGAPORE,Data Warehousing,570.0,14.0,Beginner,,This course will equip learners with the following competencies:_x000D_ - Learn foundations of data lakes and data warehouses_x000D_ - Understand different offerings from public cloud for data lakes and data warehouses_x000D_ - Understand how to build a data lake and data warehouse for different nee
3889,Data Lakes and Data Warehouses with Cloud (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Data Warehousing,570.0,14.0,Beginner,,This course will equip learners with the following competencies:_x000D_ - Learn foundations of data lakes and data warehouses_x000D_ - Understand different offerings from public cloud for data lakes and data warehouses_x000D_ - Understand how to build a data lake and data warehouse for different nee
3902,(SCTP Module) Relational Database Management Systems,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,Database Design,1350.0,156.5,Unspecified,,"By the end of this course, participants can expect to:_x000D_ a. Understand the types of data and databases_x000D_ b. Appreciate the use of data dictionary and harness the potential metadata for data science_x000D_ c. Acquire organizational dataset from data lakes and other democratized data sources"
3903,(SCTP) Data Science Professional (Classroom & Synchronous e-learning),BELLS Institute of Higher Learning Pte. Ltd.,Database Design,3340.8,217.5,Intermediate,,"Learners will be able to: _x000D_ _x000D_ 1. acquired a solid foundation in both Data Science and Probability/Statistics._x000D_ 2. acquired proficient in data preparation and programming for data science in Python._x000D_ 3. Work with big data, different data sources and databases usch as Hadoop an"
3904,(SCTP) Full Stack Developer,BELLS Institute of Higher Learning Pte. Ltd.,Database Design,3495.0,231.5,Beginner,,"At the end of the course, learner should be able to:_x000D_ _x000D_ 1. Create user experience design concepts, develop user flow charts and drive modifications or enhancements to the product or service features._x000D_ _x000D_ 2. Understand the fundamentals of Operating Systems and Version Control a"
3905,"(SCTP) i.am-vitalize Full Stack Developer (Classroom, Synchronous & Asynchronous e-learning) (Full-Time) (TA-eligible)",Ngee Ann Polytechnic,Database Design,4500.0,460.0,Intermediate,,- Understand Software Development Life Cycle and the most popular methodologies in software development._x000D_ - Learn the key roles within the Software Development Life Cycle_x000D_ - Utilize Design thinking to create an MVP and prototyping for software deployment._x000D_ - Learn architecture desi
3906,(SCTP) i.am-vitalize Full Stack Developer (Synchronous & Asynchronous e-learning) (Full-Time) (TA-eligible),Ngee Ann Polytechnic,Database Design,4500.0,460.0,Intermediate,,- Understand Software Development Life Cycle and the most popular methodologies in software development._x000D_ - Learn the key roles within the Software Development Life Cycle_x000D_ - Utilize Design thinking to create an MVP and prototyping for software deployment._x000D_ - Learn architecture desi
3907,(eCornell) Fundamentals of Database Design,GENASHTIM,Database Design,700.0,12.0,Beginner,,"In this course, you will approach database design from a perspective focused on data security and integrity. You will go from learning how to approach general security to understanding how to properly execute modifications so that data integrity is preserved. Along the way, you will discover how to"
3908,(eCornell) Integrating Data from Multiple Tables,GENASHTIM,Database Design,700.0,12.0,Unspecified,,"In this course, you will practice integrating and analyzing data from multiple tables. You will discover how to fully utilize the structure of relational databases and apply that knowledge to understand how highly complex business questions are answered. Along the way, you will identify how to syste"
3909,(eCornell) Querying Relational Databases,GENASHTIM,Database Design,700.0,12.0,Beginner,,"You will begin this course by examining the basic table structures that form a relational database. Using the relational database format, you will define connections between your data fields and determine how those can be expressed. You will then practice normalizing a relational database to ensure"
3910,(eCornell) Working with Data Using SQL,GENASHTIM,Database Design,700.0,12.0,Unspecified,,"Relational databases are workhorses which form the backbone for much of the information we find at our fingertips on the internet. In this course, you will learn to create and modify databases using OmniDB and structured query language (SQL) to import data, create tables, and modify fields. You will"
3911,Architecting on AWS (AWS Certified Solution Architect - Associate) (SF),NTUC LEARNINGHUB PTE. LTD.,Database Design,1250.0,24.0,Beginner,,"â€¢	Identify AWS architecting basic practices._x000D_ â€¢	Explore using the AWS management tools: The AWS Console, Command Line Interface (CLI), and CloudFormation in a lab environment. _x000D_ â€¢	Examine the enforcement of accounts security using policies_x000D_ â€¢	Identify the elements that buil"
3959,(SCTP) WSQ Diploma in Tourism (Events Management and Operations),SHATEC INSTITUTES PTE. LTD.,Demand Forecasting,1734.0,299.0,Unspecified,,"At the end of the Diploma course, students will be able to:_x000D_ â€¢ Develop resource allocation plans and implementation of strategies and policies;_x000D_ â€¢ Evaluate strategies for critical business functions to ensure plans are realistic and reflect health of business; _x000D_ â€¢ Develop rel"
3960,(eCornell) Fashion Trends and Forecasting,GENASHTIM,Demand Forecasting,700.0,12.0,Unspecified,,"This course will guide you through the trend forecasting process so you can create a relevant trend forecast, be it for your own fashion brand, a large industry brand, or a trend forecasting service.You will research current fashion trends using primary and secondary sources to determine what trends"
3961,(eCornell) Feasibility and Market Analysis,GENASHTIM,Demand Forecasting,700.0,12.0,Beginner,,"In this course, you will explore the process of accurately forecasting real estate occupancy for properties facing significant new competition. You will forecast revenues and expenses using contemporary techniques, including real estate cash flows and benchmarking analysis. Given that forecasts are"
3962,(eCornell) Forecasting and Availability Controls in Hotel Revenue Management,GENASHTIM,Demand Forecasting,700.0,12.0,Unspecified,,"This course explores the role of the forecast in a revenue management strategy and the positive impact that forecasting can also have on staff scheduling and purchasing. Authored by Professor Sheryl E. Kimes from Cornell University's School of Hotel Administration, during this course you'll get a st"
3963,"(eCornell) Investment, Capital and Financial Forecasting",GENASHTIM,Demand Forecasting,700.0,12.0,Intermediate,,This course will help you interpret financial statement line items that capture the investments an enterprise makes in its future and claims that long-term investors hold on the enterprise. You will explore the differences between tangible and intangible assets along with the ways in which each can
3964,(eCornell) Strategic Business Planning and Forecasting,GENASHTIM,Demand Forecasting,700.0,12.0,Unspecified,,"In this course, you will identify the three major strategies that your company can select as it competes in the marketplace, and you will examine the characteristics of companies that pursue each strategy. You will also identify the various activities involved in supporting your chosen strategy alon"
3965,Accounting with QuickBooks Online (Synchronous e-learning),TISCH GLOBAL PRIVATE LIMITED,Demand Forecasting,287.5,16.0,Intermediate,,"Discover the power of financial management with our comprehensive course on Accounting with QuickBooks Online. This course is designed to equip learners with the knowledge and skills necessary to manage their accounting needs efficiently using QuickBooks Online, one of the leading accounting softwar"
3966,Advanced Certificate in Business Digitalisation and Transformation Module 14: Smart Government,SINGAPORE MANAGEMENT UNIVERSITY,Demand Forecasting,600.0,16.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Understand the concept of smart government and the relevant technologies applied to develop e-government_x000D_ â€¢ Manage privacy and legal obligations to the citizens_x000D_ â€¢ Understand how to provide transparency and enab"
3967,Advanced Certificate in Business Digitalisation and Transformation Module 14: Smart Government (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,Demand Forecasting,600.0,16.0,Advanced,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Understand the concept of smart government and the relevant technologies applied to develop e-government_x000D_ â€¢ Manage privacy and legal obligations to the citizens_x000D_ â€¢ Understand how to provide transparency and enab"
3968,Advanced Certificate in Entrepreneurship - Scale-Up Module 3: Business Models and Customer Lifetime Value,SINGAPORE MANAGEMENT UNIVERSITY,Demand Forecasting,600.0,15.0,Advanced,,"Business models and customer lifetime value (CLV) are critical components of any successful business. A business model is a framework that outlines how a company creates, delivers, and captures value for its customers. This is important because it helps businesses to identify their target customers,"
4012,3D Scanning for Digital Manufacturing,SINGAPORE INSTITUTE OF MANUFACTURING TECHNOLOGY,ETL,576.0,24.0,Unspecified,,"The attendees will become familiar with the principles of common 3D scanners based on laser, white light and x-ray technologies, Technology Scanning of 3D Scanning technology area. Three-dimensional scanning approaches for both external and internal features, from simple to complex parts with varyin"
4013,Azure Data Lake and Data Streaming,NATIONAL UNIVERSITY OF SINGAPORE,ETL,570.0,14.0,Unspecified,,This course will enable participants to:_x000D_ â€¢  Run interactive queries using Azure Synapse Analytics serverless SQL pool      _x000D_ â€¢  Perform data engineering with Azure Synapse Apache Spark Pools
4014,Azure Data Lake and Data Streaming (Synchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,ETL,570.0,14.0,Unspecified,,This course will enable participants to:_x000D_ â€¢  Run interactive queries using Azure Synapse Analytics serverless SQL pool      _x000D_ â€¢  Perform data engineering with Azure Synapse Apache Spark Pools
4015,Azure Data Storage and Data Pipelines,NATIONAL UNIVERSITY OF SINGAPORE,ETL,570.0,14.0,Unspecified,,This course will enable participants to:_x000D_ â€¢ Understand Azure compute and storage options for data engineering workloads                                                                                                                         â€¢Transform Data with Azure Data Factory or Azure S
4016,Azure Data Storage and Data Pipelines (Synchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,ETL,570.0,14.0,Unspecified,,This course will enable participants to:_x000D_ â€¢ Understand Azure compute and storage options for data engineering workloads                                                                                                                         â€¢Transform Data with Azure Data Factory or Azure S
4017,Bachelor of Engineering with Honours in Electronics and Data Engineering,SINGAPORE INSTITUTE OF TECHNOLOGY,ETL,142800.0,2400.0,Unspecified,,https://www.singaporetech.edu.sg/
4018,Big Data Engineering for Analytics,NATIONAL UNIVERSITY OF SINGAPORE,ETL,4500.0,32.5,Unspecified,,"The course objective is to explore the engineering aspects of big data storage, querying and processing techniques. The course aims to teach the students to apply the newly acquired proficiencies by developing data intensive applications using distributed compute platform (e.g. using the Hadoop plat"
4019,DATA PRODUCT FOR AI (Part of SCTP Certificate in Data Analytics with AI) (Classroom Facilitated Learning),Nanyang Polytechnic,ETL,320.001,16.0,Beginner,,"In an AI-driven world, creating effective data products is essential for unlocking valuable insights and driving industry innovation. Through this unit, learner will be introduced to the lifecycle of data pipeline and products in accordance with best practices in data quality and governance. Learner"
4020,DIPLOMA IN AI & DATA ENGINEERING,Nanyang Polytechnic,ETL,74763.93,2160.0,Unspecified,,Please refer to our website at https://www.nyp.edu.sg/student/study/schools/engineering/diploma-AI-data-engineering
4021,Data Engineering Fundamentals,NATIONAL UNIVERSITY OF SINGAPORE,ETL,570.0,14.0,Beginner,,"This course will equip learners with the following competencies:_x000D_ - Learn foundations of data engineering_x000D_ - Understand systems, processes and tools for a data engineer_x000D_ - Understand the data engineering ecosystem_x000D_ - Differentiate different job roles such as data engineer, da"
4041,Advanced Certificate in Future Ready Rewards Strategies Module 5: The New Pay for Performance (P4P),SINGAPORE MANAGEMENT UNIVERSITY,Employee Engagement Analysis,600.0,15.0,Advanced,,"Learning Objectives:_x000D_ At the end of this 2-day module, participants will be able to:_x000D_ â€¢ gain a deeper understanding of motivation and what drives employee engagement and performance_x000D_ â€¢ diagnose and evaluate the effectiveness and gaps of the conventional performance management p"
4042,Advanced Certificate in Future Ready Rewards Strategies Module 5: The New Pay for Performance (P4P) (Synchronous e-Learning),SINGAPORE MANAGEMENT UNIVERSITY,Employee Engagement Analysis,600.0,15.0,Advanced,,"Learning Objectives:_x000D_ At the end of this 2-day module, participants will be able to:_x000D_ â€¢ gain a deeper understanding of motivation and what drives employee engagement and performance_x000D_ â€¢ diagnose and evaluate the effectiveness and gaps of the conventional performance management p"
4043,Applied HR Analytics,SINGAPORE POLYTECHNIC,Employee Engagement Analysis,1458.0,45.0,Intermediate,,"Upon completion of this programme, students will:_x000D_ â€¢	Learn the knowledge of some of the leading HR technologies and tools to improve HR efficiency and effectiveness across the various HR functions._x000D_ â€¢	Be provided with working knowledge on design thinking tools to be more user-centric"
4044,Applied HR Technologies,SINGAPORE POLYTECHNIC,Employee Engagement Analysis,972.0,30.0,Intermediate,,"Upon completion of this programme, students will:_x000D_ â€¢	Learn the knowledge of some of the leading HR technologies and tools to improve HR efficiency and effectiveness across the various HR functions._x000D_ â€¢	Be provided with working knowledge on design thinking tools to be more user-centric"
4045,Applying Smart Tech in a Smart Way: The Right Approach to Digital Transformation,SINGAPORE MANAGEMENT UNIVERSITY,Employee Engagement Analysis,600.0,16.0,Unspecified,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Identify key pitfalls in antiquated thinking traits and organisational management practices with respect to technological developments, societal trends and geo-economic realities_x000D_ â€¢ Review the challenges towards digital"
4046,Applying Smart Tech in a Smart Way: The Right Approach to Digital Transformation (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,Employee Engagement Analysis,600.0,16.0,Unspecified,,"At the end of the 2-day module, participants will be able to:_x000D_ â€¢ Identify key pitfalls in antiquated thinking traits and organisational management practices with respect to technological developments, societal trends and geo-economic realities_x000D_ â€¢ Review the challenges towards digital"
4047,Brand Alignment for Authenticity and Competitive Advantage,NATIONAL UNIVERSITY OF SINGAPORE,Employee Engagement Analysis,315.0,7.5,Unspecified,,Employ the power of brand alignment to drive your organization's success. This dynamic course equips executives with the insights needed to create a cohesive brand strategy that resonates both externally and internally. _x000D_ _x000D_ Articulate the critical components that shape your brand's exter
4048,Certificate in Future Skills in HR,SINGAPORE POLYTECHNIC,Employee Engagement Analysis,3888.0,120.0,Unspecified,,"Upon completion of this programme, students will:_x000D_ â€¢	Learn the knowledge of some of the leading HR technologies and tools to improve HR efficiency and effectiveness across the various HR functions._x000D_ â€¢	Be provided with working knowledge on design thinking tools to be more user-centric"
4049,Certificate in Positive Psychology,Singapore Polytechnic,Employee Engagement Analysis,3888.0,120.0,Unspecified,,"Upon completion of this programme, students will:_x000D_ â€¢	Learn the knowledge of some of the leading HR technologies and tools to improve HR efficiency and effectiveness across the various HR functions._x000D_ â€¢	Be provided with working knowledge on design thinking tools to be more user-centric"
4050,Champion Employee Wellness: Enhance Employee Engagement,NTUC LEARNINGHUB PTE. LTD.,Employee Engagement Analysis,275.0,14.0,Unspecified,,"This programme will help the learners gain conceptual understanding behind employee engagement surveys and to deploy employee engagement activities. At the end of the course, learners will be able to: _x000D_ - Understand market trends in employee engagement to gather insights and identify issues in"
4104,(SCTP Module) Financial Reporting,Ngee Ann Polytechnic,Financial Reporting,990.0,120.0,Beginner,,"This course is designed to equip non-accounting graduates with foundational competencies to embark on a career in the  accountancy sector. Students learn the fundamentals of financial reporting, MS Excel and cloud accounting in the first month of in-person classes."
4105,(SCTP) Accountancy Career Launchpad (Classroom & Asynchronous e-Learning) (Full-Time) (TA-eligible),Ngee Ann Polytechnic,Financial Reporting,2700.0,360.0,Beginner,,"This course is designed to equip non-accounting graduates with foundational competencies to embark on a career in the  accountancy sector. Students learn the fundamentals of financial reporting, MS Excel and cloud accounting in the first month of in-person classes. They then undergo a 3-month work-s"
4106,(SCTP) Financial Analysis (SF - Manager) [Classroom Facilitated] (FT),Nanyang Polytechnic,Financial Reporting,252.0,30.0,Unspecified,,"This course equips store managers with the essential skills and knowledge needed to evaluate financial ratios, conduct cost-benefit analysis, and draw implications for business units. Participants will learn to scrutinise financial implications and communicate their findings through reporting."
4107,(eCornell) Evaluating Stocks,GENASHTIM,Financial Reporting,700.0,12.0,Beginner,,"In this course, you will practice doing the financial analysis work needed to identify profitable stocks worth investing in. You will examine data in online public sources such as SEC 10K and 10Q reports, earnings releases, press releases, and investor conference materials to score fundamental infor"
4108,(eCornell) Financial Analysis of Hotel Investments,GENASHTIM,Financial Reporting,700.0,12.0,Intermediate,,"In this course, Professor deRoos demonstrates several analytical tools used by real estate professionals to evaluate hotel investments. You will explore how owners, operators, and lenders evaluate potential hotel projects. Using an Excel-based tool, you will estimate the return on investment and ret"
4109,(eCornell) Property Management Operations,GENASHTIM,Financial Reporting,700.0,12.0,Unspecified,,"In this course, you will explore critical aspects of facility maintenance including best practices for various types of maintenance, waste reduction strategies, methods for reducing environmental impact, and computerized maintenance systems that enhance efficiency. You will explore several tools cri"
4110,Accounting & Finance for Non-Financial Professionals (Asynchronous e-Learning),Republic Polytechnic,Financial Reporting,36.0,21.0,Intermediate,,This fully self-directed online course aims to equip learners with the basic knowledge of accounting principles that forms the bedrock of the information presented on the financial reports. Learners can then perform fundamental financial analysis on the performance/financial health of a business and
4111,Accounting for Decision Making - Part of Post Diploma Certificate in Financial Management & Accounting for Decision Making (ADAC1),Ngee Ann Polytechnic,Financial Reporting,1296.0,40.0,Unspecified,,"From financial reporting to accounting techniques, this course enables the learner to gain the technical skills and knowledge required to be an accountant, auditor or a finance executive.  Learner will learn how to compute tax liabilities, develop business valuation models and perform audit procedur"
4112,Advanced Certificate in Fund Establishment: Essentials of Fund Administration,SINGAPORE MANAGEMENT UNIVERSITY,Financial Reporting,660.0,15.0,Advanced,,This module emphasises essential for operational success and regulatory compliance. Enabling an understanding of the comprehensive insights into managing administrative tasks effectively in the context of Singaporean fund management. Participants get to understand how fund managers oversee daily ope
4113,Advanced Certificate in Fund Establishment: Essentials of Fund Administration (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,Financial Reporting,660.0,15.0,Advanced,,This module emphasises essential for operational success and regulatory compliance. Enabling an understanding of the comprehensive insights into managing administrative tasks effectively in the context of Singaporean fund management. Participants get to understand how fund managers oversee daily ope
4189,"""WOW! Your Customers"" with digital transformation",GOLDEN COMPASS SCHOOL PTE. LTD.,Git,160.0,11.5,Intermediate,,"â€¢	The world is evolving and going digital, there is a need for service professionals to upgrade their skills to support customers over various platforms in order to add value to organization and stay competitive.  This training covers how to adopt new skills to engage customers over different plat"
4190,(16hrs) ICDL Introduction to Digital Marketing,@ASK TRAINING PTE. LTD.,Git,240.0,16.0,Beginner,,"At the end of the training, learners will be able to perform the following:_x000D_ _x000D_ 1.	Understand key concepts of digital marketing, including advantages, limitations and planning._x000D_ 2.	Understand various web presence options and how to select appropriate keywords for search engine optim"
4191,(16hrs) ICDL Introduction to Digital Marketing (Synchronous e-learning),@ASK TRAINING PTE. LTD.,Git,240.0,16.0,Beginner,,"At the end of the training, learners will be able to perform the following:_x000D_ _x000D_ 1.	Understand key concepts of digital marketing, including advantages, limitations and planning._x000D_ 2.	Understand various web presence options and how to select appropriate keywords for search engine optim"
4192,(18hrs) WSQ -  Digital Advertising,@ASK TRAINING PTE. LTD.,Git,494.0,18.0,Unspecified,,"At the end of the program, learners will be equipped with the requisite knowledge, skills, and attitudes to make informed decisions in formulating digital advertising strategies, executing a range of digital ads on various marketing media such as Google and Facebook and in managing the performance o"
4193,(18hrs) WSQ -  Digital Advertising (Synchronous E-learning),@ASK TRAINING PTE. LTD.,Git,494.0,18.0,Unspecified,,"At the end of the program, learners will be equipped with the requisite knowledge, skills, and attitudes to make informed decisions in formulating digital advertising strategies, executing a range of digital ads on various marketing media such as Google and Facebook and in managing the performance o"
4194,(18hrs) WSQ - Developing Integrated Digital Marketing Strategy,@ASK TRAINING PTE. LTD.,Git,494.0,18.0,Unspecified,,"The objective of the interactive training is to enhance the digital marketing competencies of marketing personnel in Singapore and to accelerate this transformation by delivering bite-sized yet comprehensive, short-duration yet outcome-focused training programmes to maximise transfer of learning to"
4195,(18hrs) WSQ - Developing Integrated Digital Marketing Strategy (Synchronous E-Learning),@ASK TRAINING PTE. LTD.,Git,494.0,18.0,Unspecified,,"The objective of the interactive training is to enhance the digital marketing competencies of marketing personnel in Singapore and to accelerate this transformation by delivering bite-sized yet comprehensive, short-duration yet outcome-focused training programmes to maximise transfer of learning to"
4196,(18hrs) WSQ - Digital Marketing Analytics,@ASK TRAINING PTE. LTD.,Git,494.0,18.0,Unspecified,,"At the end of the program, learners will be equipped with the requisite knowledge, skills, and attitudes to make informed decisions in formulating customized digital marketing reports that illustrate Return on Investment (ROI) with key metrics and accompanying data insights for reporting to senior m"
