course_id,title,provider,skill_id,cost,duration_hours,difficulty,source_url
222,Building AI Models using Azure,NTUC LEARNINGHUB PTE. LTD.,6,360.0,32.0,Unspecified,
223,Tableau Certified Desktop Specialist Training,TERTIARY INFOTECH PTE. LTD.,6,450.0,16.0,Unspecified,
224,"Storytelling with Data: Engage, Persuade, and Influence",Republic Polytechnic,7,153.0,16.0,Unspecified,
225,Data Visualisation with Power BI (SFw),ST ENGINEERING E-SERVICES PTE. LTD.,7,425.0,15.0,Unspecified,
226,Data Visualisation with Tableau (SFw),ST ENGINEERING E-SERVICES PTE. LTD.,7,600.0,15.0,Unspecified,
227,CoC in Fundamentals of Data Visualisation using Power BI (Synchronous e-Learning),Institute of Technical Education,7,51.0,7.0,Beginner,
228,Data Visualisation for Digital Marketing,Nanyang Polytechnic,7,63.0,7.0,Beginner,
229,Data Visualisation for Digital Marketing (Synchronous elearning),Nanyang Polytechnic,7,63.0,7.0,Beginner,
230,CoC in Fundamentals of Data Visualisation using Power BI,Institute of Technical Education,7,66.0,7.0,Beginner,
231,CoC in Fundamentals of Data Visualisation using Tableau,Institute of Technical Education,7,69.0,7.0,Beginner,
232,Data Visualisation for Digital Marketing (part of SCTP Certificate in Digital Marketing & Content Curation),Nanyang Polytechnic,7,78.0,7.0,Beginner,
233,Data Visualisation Practicum - Synchronous elearning,Nanyang Polytechnic,7,78.0,7.0,Intermediate,
234,Data Visualisation Practicum,Nanyang Polytechnic,7,90.0,7.0,Intermediate,
235,Data Visualisation ï¿½ Beyond the Basics,Republic Polytechnic,7,100.5,8.0,Intermediate,
236,Infographics and Data Visualization with PowerPoint,TERTIARY INFOTECH PTE. LTD.,7,175.0,8.0,Beginner,
237,AI100: PYTHON PROGRAMMING AND DATA VISUALISATION,HEICODERS ACADEMY PRIVATE LIMITED,7,0.0,44.0,Beginner,
238,Advanced Data Visualisation (using Tableau),Republic Polytechnic,7,100.5,8.0,Advanced,
239,Visual Analytics using Power BI,SINGAPORE POLYTECHNIC,7,180.0,14.0,Beginner,
240,Data Visualisation With Tableau,Singapore Polytechnic,7,138.0,16.0,Unspecified,
241,Data Visualization with Python,SINGAPORE POLYTECHNIC,7,165.0,14.0,Unspecified,
242,Fundamentals of Data Visualisation,Republic Polytechnic,7,189.0,16.0,Beginner,
243,(Micro-Credential) Human Resource (HR) Data Visualisation (Synchronous e-learning),SINGAPORE POLYTECHNIC,7,198.0,15.0,Beginner,
244,CoC in Data Visualisation (Power BI) for Professional,Institute of Technical Education,7,141.0,14.0,Intermediate,
245,Data Visualisation and Dashboarding,SINGAPORE MANAGEMENT UNIVERSITY,7,240.0,8.0,Beginner,
246,Data Visualisation and Dashboarding (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,7,240.0,8.0,Beginner,
247,Visual Analytics using Power BI (Synchronised e-learning),Singapore Polytechnic,7,180.0,14.0,Unspecified,
248,Data Visualisation using Python,NATIONAL UNIVERSITY OF SINGAPORE,7,255.0,7.0,Unspecified,
249,Data Lakes and Data Warehouses with Cloud,NATIONAL UNIVERSITY OF SINGAPORE,16,570.0,14.0,Beginner,
250,Data Lakes and Data Warehouses with Cloud (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,16,570.0,14.0,Beginner,
251,Data Warehouse and Azure Synapse Analytics,NATIONAL UNIVERSITY OF SINGAPORE,16,570.0,14.0,Unspecified,
252,Data Warehouse and Azure Synapse Analytics (Synchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,16,570.0,14.0,Unspecified,
253,"Unlocking Competitive Edge with Big Data, Data Sources & Databases",BELLS Institute of Higher Learning Pte. Ltd.,16,360.0,24.0,Unspecified,
254,Data Analytics on Azure Cloud,NATIONAL UNIVERSITY OF SINGAPORE,16,570.0,14.0,Unspecified,
255,Data Analytics on Azure Cloud (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,16,570.0,14.0,Unspecified,
256,AWS Certified Data Engineer Associate Training,TERTIARY INFOTECH PTE. LTD.,16,750.0,24.0,Intermediate,
257,Introduction to Programming for Data Science,SINGAPORE POLYTECHNIC,16,1824.0,60.0,Beginner,
258,Introduction to Statistics for Data Science,SINGAPORE POLYTECHNIC,16,1824.0,60.0,Beginner,
259,Big Data Technologies,SINGAPORE POLYTECHNIC,16,2280.0,75.0,Unspecified,
260,Data Management Systems,SINGAPORE POLYTECHNIC,16,2280.0,75.0,Unspecified,
261,Scalable Data Solutions: Big Data Engineering Essentials,NANYANG TECHNOLOGICAL UNIVERSITY,16,2340.0,75.0,Unspecified,
262,Certificate in Fundamentals of Data Science,SINGAPORE POLYTECHNIC,16,3648.0,120.0,Beginner,
263,Certificate in Data Engineering,SINGAPORE POLYTECHNIC,16,4560.0,150.0,Unspecified,
264,Specialist Diploma in Data Science (Data Engineering),SINGAPORE POLYTECHNIC,16,8208.0,270.0,Unspecified,
265,Principles of Relational Database Design,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,15,600.0,14.0,Beginner,
266,Relational Database Design,NATIONAL UNIVERSITY OF SINGAPORE,15,570.0,14.0,Unspecified,
267,Relational Database Design (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,15,570.0,14.0,Unspecified,
268,"Introduction to Relational Databases (Classroom, Synchronous and Asynchronous e-Learning)",Temasek Polytechnic,15,375.0,35.0,Beginner,
269,TPUD - Management of Relational and Non-Relational Databases (Asynchronous e-learning),Temasek Polytechnic,15,330.0,40.0,Unspecified,
270,(eCornell) Fundamentals of Database Design,GENASHTIM,15,700.0,12.0,Beginner,
271,(eCornell) Querying Relational Databases,GENASHTIM,15,700.0,12.0,Beginner,
272,Module 2: Relational Databases with Structured Query Language (SQL),SINGAPORE MANAGEMENT UNIVERSITY,15,720.0,17.0,Unspecified,
273,Web Application Development Module 3: Database Design and Implementation,SINGAPORE MANAGEMENT UNIVERSITY,15,720.0,17.0,Intermediate,
274,No-code Mobile Application Development for Beginners,Republic Polytechnic,15,100.5,7.5,Beginner,
275,Data and Database Systems(Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,15,475.0,7.5,Beginner,
276,Creating and Using Databases with Power Pivot & ChatGPT,SINGAPORE MANAGEMENT UNIVERSITY,15,480.0,15.0,Unspecified,
277,Database Management and Data Protection,SINGAPORE INSTITUTE OF TECHNOLOGY,15,540.0,16.0,Beginner,
278,Back End Development,BELLS Institute of Higher Learning Pte. Ltd.,15,450.0,30.0,Unspecified,
279,Data Fundamentals on Cloud,NATIONAL UNIVERSITY OF SINGAPORE,15,570.0,14.0,Beginner,
280,Database Management Systems,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,15,481.8,36.0,Intermediate,
281,Core Database Fundamentals,NTUC LEARNINGHUB PTE. LTD.,15,540.0,40.0,Beginner,
282,(eCornell) Integrating Data from Multiple Tables,GENASHTIM,15,700.0,12.0,Unspecified,
283,(eCornell) Working with Data Using SQL,GENASHTIM,15,700.0,12.0,Unspecified,
284,"Unearthing the Potential of Databases, Big Data and Data Analytics",SINGAPORE MANAGEMENT UNIVERSITY,15,720.0,17.0,Intermediate,
285,Relational Database Management Systems,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,15,1350.0,156.0,Unspecified,
286,(SCTP Module) Relational Database Management Systems,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,15,1350.0,156.5,Unspecified,
287,"SCTP Data Fundamentals, Database Management (SQL), Data Wrangling and Cleaning (OpenRefine, Trifacta Wrangler)",SINGAPORE INSTITUTE OF TECHNOLOGY,15,652.5,58.0,Beginner,
288,"Database Systems, Design and Management (Classroom and Asynchronous)",TRAINING VISION INSTITUTE PTE. LTD.,15,750.0,40.0,Unspecified,
289,Introduction to Data Management,Republic Polytechnic,15,912.0,30.0,Beginner,
290,Basic Demand Forecasting Techniques,Republic Polytechnic,46,81.0,8.0,Beginner,
291,Data Modelling and Forecasting,SINGAPORE MANAGEMENT UNIVERSITY,46,240.0,8.0,Beginner,
292,Data Modelling and Forecasting (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,46,240.0,8.0,Beginner,
293,Manage Budgeting and Forecasting Processes for the Business Unit,SINGAPORE NATIONAL EMPLOYERS FEDERATION,46,300.0,25.0,Unspecified,
294,Business Forecasting,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,46,438.3,20.0,Unspecified,
295,(eCornell) Fashion Trends and Forecasting,GENASHTIM,46,700.0,12.0,Unspecified,
296,(eCornell) Forecasting and Availability Controls in Hotel Revenue Management,GENASHTIM,46,700.0,12.0,Unspecified,
297,(eCornell) Strategic Business Planning and Forecasting,GENASHTIM,46,700.0,12.0,Unspecified,
298,"(eCornell) Investment, Capital and Financial Forecasting",GENASHTIM,46,700.0,12.0,Intermediate,
299,"Event Revenue Optimisation (Classroom, Synchronous and Asynchronous e-learning)",Republic Polytechnic,46,105.0,16.0,Unspecified,
300,"Restaurant Revenue Optimisation (Classroom, Synchronous and Asynchronous e-learning)",Republic Polytechnic,46,105.0,16.0,Unspecified,
301,Effective Budgeting Techniques,IMPACT MANAGEMENT SEMINARS PTE LTD,46,250.0,16.0,Unspecified,
302,Budgeting for Small and Medium Enterprises,TERTIARY INFOTECH PTE. LTD.,46,315.0,16.0,Unspecified,
303,Budgeting (Level 4),Centre For Urban Greenery And Ecology,46,294.39,30.0,Unspecified,
304,Managing Food Costs and Operations for Profitability,ADEPT ACADEMY PTE. LTD.,46,450.0,16.0,Intermediate,
305,(eCornell) Feasibility and Market Analysis,GENASHTIM,46,700.0,12.0,Beginner,
306,SMU-NAFA Advanced Certificate in Marketing with Visual Impact Module 6: Design Futuring and Participatory Design,SINGAPORE MANAGEMENT UNIVERSITY,46,600.0,15.0,Advanced,
307,SMU-NAFA Advanced Certificate in Marketing with Visual Impact Module 6: Design Futuring and Participatory Design (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,46,600.0,15.0,Advanced,
308,Operations Research & Simulation,Republic Polytechnic,46,509.4,60.0,Beginner,
309,Urban Logistics,Singapore University of Social Sciences,46,1461.0,18.0,Unspecified,
310,Power System Operation & Planning,NANYANG TECHNOLOGICAL UNIVERSITY,46,1545.6,38.0,Unspecified,
311,Hospitality Revenue Management,Republic Polytechnic,46,1698.0,60.0,Unspecified,
312,Certificate in Manufacturing Planning & Optimization,Republic Polytechnic,46,5094.0,180.0,Beginner,
313,Blockchain Smart Contract Programming for Financial Services,TERTIARY INFOTECH PTE LTD,53,0.0,16.0,Unspecified,
314,Apply Basic Negotiation Skills And Techniques (Synchronous e-learning),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,53,90.0,8.0,Beginner,
315,Apply Basic Negotiation Skills and Techniques,AUSTON INSTITUTE OF MANAGEMENT PTE. LTD.,53,97.5,8.5,Beginner,
316,WSQ Respiratory care in Nursing,COSEM SAFETY & SECURITY SERVICES PTE. LTD.,53,115.0,8.5,Beginner,
317,IATA DANGEROUS GOODS REGULATIONS 7.2,AAT TRAINING HUB PTE. LTD.,53,150.0,8.0,Beginner,
318,Writing High Quality Standard Operating Procedures (SOPs),Ngee Ann Polytechnic,53,120.0,8.0,Unspecified,
319,Apply Basic Negotiation Skills and Techniques,SINGAPORE NATIONAL EMPLOYERS FEDERATION,53,150.0,8.75,Beginner,
320,Assessing and Reviewing Workplace Learning,SINGAPORE POLYTECHNIC,53,126.0,7.0,Unspecified,
321,Apply Warehouse OHSM practices,BIG FOOT GLOBAL ACADEMY PTE. LTD.,53,125.0,8.0,Unspecified,
322,Effective Uses and Applications of INCOTERMS in International Trade,SMF CENTRE FOR CORPORATE LEARNING PTE. LTD.,53,125.0,8.0,Unspecified,
323,Inventory Control (Level 1) (SF),LIGHTHOUSE GLOBAL TRAINING AND CONSULTANCY PTE. LTD.,53,125.0,8.0,Unspecified,
324,Understanding Incoterms 2020 for International Trade,SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,53,130.0,8.0,Unspecified,
325,Business Negotiation (Level 3) (SF),LIGHTHOUSE GLOBAL TRAINING AND CONSULTANCY PTE. LTD.,53,125.0,9.0,Unspecified,
326,Developing a Child e-Portfolio (Malay) (Synchronous e-Learning),NATIONAL INSTITUTE OF EARLY CHILDHOOD DEVELOPMENT,53,134.0,8.0,Unspecified,
327,(HCIC) Assist in Observation and Documentation of Children's Learning,KLC INTERNATIONAL INSTITUTE PTE. LTD.,53,150.0,12.0,Beginner,
328,(HCIC/CCP) Assist in Observation and Documentation of Children's Learning,KLC INTERNATIONAL INSTITUTE PTE. LTD.,53,150.0,12.0,Beginner,
329,IMPLEMENT INDIVIDUALISED CARE PLAN IN THERAPY (CLASSROOM & SYNCHRONOUS),HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,53,144.0,16.0,Beginner,
330,PWM Security: Access Control Management (Operate Basic Security Equipment),PROSPECT PROTECTION PTE. LTD.,53,190.0,13.5,Beginner,
331,Technical Writing,SMF CENTRE FOR CORPORATE LEARNING PTE. LTD.,53,150.0,16.0,Unspecified,
332,PWM-Security: Access Control Management (Operate Basic Security Equipment),BERJAYA ACADEMY PTE. LTD.,53,210.0,11.5,Beginner,
333,WSQ Managing abuse and violence in Healthcare (Level 3),NTUC LEARNINGHUB PTE. LTD.,53,160.0,9.0,Intermediate,
334,(ACECCE-E) Assist in Observation and Documentation of Children's Learning,KLC INTERNATIONAL INSTITUTE PTE. LTD.,53,115.5,30.0,Beginner,
335,WSQ Crisis Management (Level 4),AT-SUNRICE GLOBALCHEF ACADEMY PTE. LTD.,53,171.56,16.0,Unspecified,
336,Perform Stock Control and Housekeeping Operations,SMF CENTRE FOR CORPORATE LEARNING PTE. LTD.,53,175.0,16.0,Unspecified,
337,Perform Warehouse Operations,SMF CENTRE FOR CORPORATE LEARNING PTE. LTD.,53,175.0,16.0,Unspecified,
338,Azure Data Storage and Data Pipelines,NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Unspecified,
339,Azure Data Storage and Data Pipelines (Synchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Unspecified,
340,Data Engineering Fundamentals,NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Beginner,
341,Data Engineering Fundamentals (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Beginner,
342,Data Engineering pipelines with cloud,NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Beginner,
343,Data Engineering pipelines with cloud (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Beginner,
344,Python for Data Engineering,NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Beginner,
345,Python for Data Engineering (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Beginner,
346,Databases for Data Engineering,NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Advanced,
347,Databases for Data Engineering (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Advanced,
348,WSQ-MS Data Engineering on Microsoft Azure (DP-203),TRAINOCATE (S) PTE. LTD.,14,1000.0,32.0,Unspecified,
349,DATA PRODUCT FOR AI (Part of SCTP Certificate in Data Analytics with AI) (Classroom Facilitated Learning),Nanyang Polytechnic,14,320.0,16.0,Beginner,
350,Azure Data Lake and Data Streaming,NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Unspecified,
351,Azure Data Lake and Data Streaming (Synchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Unspecified,
352,Python for Data Science,NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Intermediate,
353,Python for Data Science (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,14,570.0,14.0,Intermediate,
354,Big Data Engineering for Analytics,NATIONAL UNIVERSITY OF SINGAPORE,14,4500.0,32.5,Unspecified,
355,Graduate Certificate in Big Data Analytics,NATIONAL UNIVERSITY OF SINGAPORE,14,9900.0,136.5,Unspecified,
356,Graduate Certificate in Engineering Big Data,NATIONAL UNIVERSITY OF SINGAPORE,14,10800.0,143.0,Unspecified,
357,Employee Engagement Essentials for Staff Engagement Champions,EON CONSULTING & TRAINING PTE. LTD.,37,185.0,8.0,Unspecified,
358,Employee Engagement Essentials for Staff Engagement Champions - Chinese (å¦‚ä½•æ‰§è¡Œå‘˜å·¥é¡¹ç›®æ¥æ”¹è¿›åŒäº‹å‚ä¸Žåº¦å’Œå½’å±žæ„Ÿ),EON CONSULTING & TRAINING PTE. LTD.,37,185.0,8.0,Unspecified,
359,Employee Engagement for Early Childhood Leaders,EON CONSULTING & TRAINING PTE. LTD.,37,185.0,8.0,Unspecified,
360,Crafting Effective Employee Engagement Strategies and Policies,SISO ACADEMY PTE. LTD.,37,224.0,16.0,Unspecified,
361,Champion Employee Wellness: Enhance Employee Engagement,NTUC LEARNINGHUB PTE. LTD.,37,275.0,14.0,Unspecified,
362,Employee Engagement for a Thriving Workforce (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,37,315.0,10.0,Unspecified,
363,Employee Engagement Management and Relations L4 powered by SHRM (SF),NTUC LEARNINGHUB PTE. LTD.,37,390.0,16.0,Unspecified,
364,Employee Engagement Management and Relations L4 powered by SHRM (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,37,390.0,16.0,Unspecified,
365,Employee Engagement Management (Level 4),ADEPT ACADEMY PTE. LTD.,37,425.0,16.0,Unspecified,
366,People Analytics - To Achieve Peaks,SINGAPORE UNIVERSITY OF TECHNOLOGY AND DESIGN,37,540.0,14.0,Intermediate,
367,Employee Engagement & Change Management: Building an Agile Customer Centric Culture,SINGAPORE MANAGEMENT UNIVERSITY,37,600.0,16.0,Unspecified,
368,Employee Engagement & Change Management: Building an Agile Customer Centric Culture (Synchronous E-learning),SINGAPORE MANAGEMENT UNIVERSITY,37,600.0,16.0,Unspecified,
369,Employee Engagement,Institute of Technical Education,37,861.0,60.0,Unspecified,
370,Gamification: Engaging Customers for Businesses,Republic Polytechnic,37,81.0,8.0,Intermediate,
371,Workplace Communications L5,NTUC LEARNINGHUB PTE. LTD.,37,250.0,16.0,Unspecified,
372,Hybrid Team Communication and Collaboration (Classroom and Synchronous E-Learning),CAPELLE CONSULTING PTE. LTD.,37,400.0,16.0,Unspecified,
373,WSQ Mastering Workplace Communications - Key Communication Skills for Success,OOM PTE. LTD.,37,444.0,16.0,Unspecified,
374,Love â€˜Em or Lose â€˜Em: Engaging and Retaining your People,THE FLAME CENTRE PTE. LTD.,37,480.0,12.0,Unspecified,
375,Advanced Certificate in Future Ready Rewards Strategies Module 5: The New Pay for Performance (P4P),SINGAPORE MANAGEMENT UNIVERSITY,37,600.0,15.0,Advanced,
376,Advanced Certificate in Future Ready Rewards Strategies Module 5: The New Pay for Performance (P4P) (Synchronous e-Learning),SINGAPORE MANAGEMENT UNIVERSITY,37,600.0,15.0,Advanced,
377,Employee Engagement & Relations,Singapore Polytechnic,37,1754.6,62.0,Unspecified,
378,Leadership Excellence: Mastering Manpower Planning and Relationship Management,BELLS Institute of Higher Learning Pte. Ltd.,37,650.0,23.0,Unspecified,
379,Self-Mastery in Coaching: Building Relationships and Achieving Goals with Positive Psychology (Classroom and Asynchronous E-learning),BP COACH TRAINING PTE. LTD.,37,690.0,19.5,Advanced,
380,Executive Certificate in Leadership & People Management - Talent Management for Business Leaders,SINGAPORE MANAGEMENT UNIVERSITY,37,765.0,22.0,Unspecified,
381,Executive Certificate in Leadership & People Management - Talent Management for Business Leaders (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,37,765.0,22.0,Unspecified,
382,Certified Financial Services Consultant Module 1 - Financial Planning & Client Management,GLOBAL TRAINING SERVICES PTE. LTD.,1,0.0,9.0,Beginner,
383,Basics of Excel Analytics,Xaltius Pte. Ltd.,1,0.0,16.0,Beginner,
384,CoC in Microsoft Power Automate Desktop for Beginners,Institute of Technical Education,1,66.0,7.0,Beginner,
385,Microsoft Excel for Workplace,Nanyang Polytechnic,1,70.5,7.0,Beginner,
386,Be a Sport Safety Champion,Nanyang Polytechnic,1,87.0,7.0,Beginner,
387,Be a Sport Safety Champion (Synchronous elearning),Nanyang Polytechnic,1,87.0,7.0,Beginner,
388,Team Building and Development,HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,1,67.2,8.0,Unspecified,
389,Quality Visitor Experience through Immersive Technology,Republic Polytechnic,1,81.0,8.0,Unspecified,
390,Excel Basics for the Workplace,IMPACT MANAGEMENT SEMINARS PTE LTD,1,140.0,8.0,Beginner,
391,Leading and Shaping a Culture of Excellence in Workplace Learning for Your Organisation,Nanyang Polytechnic,1,115.5,7.0,Unspecified,
392,Leading and Shaping a Culture of Excellence in Workplace Learning for Your Organisation (Synchronous e-learning),Nanyang Polytechnic,1,115.5,7.0,Unspecified,
393,Automate Your Excel Processes using VBA Macros,Republic Polytechnic,1,111.0,18.0,Beginner,
394,Applied Data Analytics in Business,SINGAPORE POLYTECHNIC,1,90.0,10.5,Intermediate,
395,Smartphone Photography Essentials,ACADEMY OF DESIGN ARTS AND MEDIA PTE. LTD.,1,143.5,8.0,Unspecified,
396,Develop a WSH Culture,NTUC LEARNINGHUB PTE. LTD.,1,125.0,16.0,Unspecified,
397,Data Analytics with Power Query and Excel,Republic Polytechnic,1,165.0,16.0,Beginner,
398,Building a High Performing Team for Early Childhood Leaders,EON CONSULTING & TRAINING PTE. LTD.,1,185.0,8.0,Unspecified,
399,Retail (SF): Data Science Fundamentals L1,NTUC LEARNINGHUB PTE. LTD.,1,180.0,16.0,Beginner,
400,Service Planning and Implementation for Ambassadors,TRAINING VISION INSTITUTE PTE. LTD.,1,160.0,16.0,Unspecified,
401,Preparation for IHRP CA Certification â€“ HR Foundational & Functional Competencies,NTUC LEARNINGHUB PTE. LTD.,1,175.0,8.0,Intermediate,
402,WSQ - Infection Prevention and Control in Nursing Practice,KWONG WAI SHIU HOSPITAL,1,142.5,9.5,Advanced,
403,Prescriptive Analytics - From data to optimal course of action,NATIONAL UNIVERSITY OF SINGAPORE,1,255.0,7.5,Beginner,
404,Prescriptive Analytics - From data to optimal course of action ( Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,1,255.0,7.5,Beginner,
405,Creating Stunning Print and Digital Publications with InDesign,TERTIARY INFOTECH PTE. LTD.,1,175.0,8.0,Advanced,
406,Building a Culture of Learning: Best Practices and Actionable Strategies for Managers,Nanyang Polytechnic,1,214.5,7.0,Intermediate,
407,Financial Analysis for Non-Finance Managers,TERTIARY INFOTECH PTE LTD,42,0.0,16.0,Unspecified,
408,Financial Analysis for Residential Real Estate,SALT PTE. LTD.,42,154.0,9.5,Unspecified,
409,"Real Estate Wealth Financial Analysis (Classroom, Synchronous & Asynchronous)",NATIONAL UNIVERSITY OF SINGAPORE,42,315.0,7.0,Intermediate,
410,(SCTP) Financial Analysis (SF - Manager) [Classroom Facilitated] (FT),Nanyang Polytechnic,42,252.0,30.0,Unspecified,
411,Financial Analysis (Part of SCTP WSQ Diploma in Retail (Retail Operations)) [Classroom Facilitated],Nanyang Polytechnic,42,252.0,30.0,Unspecified,
412,Financial Analysis to Chart Growth for Retail Companies,TEMBUSU INSTITUTE PTE. LTD.,42,384.0,16.0,Unspecified,
413,Financial Analysis for Small and Medium Enterprises,TERTIARY INFOTECH PTE. LTD.,42,350.0,16.0,Advanced,
414,Preparatory Course For Singapore CA Qualification (Foundation) - Advanced Financial Reporting (Synchronous e-learning),Ngee Ann Polytechnic,42,232.5,42.0,Advanced,
415,Preparatory Course For Singapore CA Qualification (Foundation) - Principles of Financial Reporting (Synchronous e-learning),Ngee Ann Polytechnic,42,232.5,42.0,Advanced,
416,Financial Analysis (SF - Manager),Singapore Institute Of Retail Studies (SIRS),42,420.0,30.0,Unspecified,
417,Financial Analysis (SF - Manager) [Synchronous E-Learning],Singapore Institute Of Retail Studies (SIRS),42,420.0,30.0,Unspecified,
418,Financial Analysis and Business Decisions for Non-Finance Managers (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,42,637.5,18.0,Unspecified,
419,Financial Analysis and Business Decisions for Non-Finance Managers,NATIONAL UNIVERSITY OF SINGAPORE,42,637.5,18.0,Intermediate,
420,(eCornell) Financial Analysis of Hotel Investments,GENASHTIM,42,700.0,12.0,Intermediate,
421,Financial Literacy in Business Management,YMCA EDUCATION CENTRE LIMITED,42,225.0,11.5,Beginner,
422,Principles of Financial Reporting - Part of Post Diploma Certificate in Financial Reporting & Singapore Taxation (ADAC1),Ngee Ann Polytechnic,42,1296.0,40.0,Unspecified,
423,Singapore Taxation - Part of Post Diploma Certificate in Financial Reporting & Singapore Taxation (ADAC1),Ngee Ann Polytechnic,42,1296.0,40.0,Unspecified,
424,Accounting & Finance for Non-Financial Professionals (Asynchronous e-Learning),Republic Polytechnic,42,36.0,21.0,Intermediate,
425,Advanced Financial Reporting - Part of Post Diploma Certificate in Advanced Financial Reporting & Assurance (ADAC1),Ngee Ann Polytechnic,42,1296.0,40.0,Advanced,
426,Assurance - Part of Post Diploma Certificate in Advanced Financial Reporting & Assurance (ADAC1),Ngee Ann Polytechnic,42,1296.0,40.0,Advanced,
427,(SCTP Module) Financial Reporting,Ngee Ann Polytechnic,42,990.0,120.0,Beginner,
428,Charities Accounting Standard and its Application (Synchronous e-learning),Social Service Institute (SSI),42,210.0,14.0,Unspecified,
429,Analysis and Interpretation of Financial Statements,IMPACT MANAGEMENT SEMINARS PTE LTD,42,250.0,16.0,Unspecified,
430,Financial Reporting,Singapore University of Social Sciences,42,1629.0,18.0,Unspecified,
431,Chartered Valuer and Appraiser Programme - Module 4 (Asynchronous e-learning),NANYANG TECHNOLOGICAL UNIVERSITY,42,300.0,18.5,Unspecified,
432,"Efficient Software Development Workflow: Version Control, GitHub, Build Images, and Swagger Design for RESTful APIs",NTUC LEARNINGHUB PTE. LTD.,18,249.0,16.0,Advanced,
433,AI Assisted Development using GitHub Copilot (SF),NTUC LEARNINGHUB PTE. LTD.,18,360.0,16.0,Intermediate,
434,"DevOps Hands-on Training (Terraform, Jenkins, GitHub, SonarQube) (SF)",NTUC LEARNINGHUB PTE. LTD.,18,1350.0,40.0,Unspecified,
435,"DevOps Hands-on Training (Terraform, Jenkins, GitHub, SonarQube) (SF) (Synchronous E-learning)",NTUC LEARNINGHUB PTE. LTD.,18,1350.0,40.0,Unspecified,
436,"DevOps Hands-on Training with Terraform, Jenkins, GitHub, and SonarQube (SF)",NTUC LEARNINGHUB PTE. LTD.,18,2250.0,40.0,Unspecified,
437,Agile Front-End Development with JavaScript,BELLS Institute of Higher Learning Pte. Ltd.,18,555.0,37.5,Beginner,
438,WSQ-MS Designing and Implementing Microsoft DevOps Solutions (AZ-400),TRAINOCATE (S) PTE. LTD.,18,1000.0,32.0,Unspecified,
439,DevOps Fundamentals,Republic Polytechnic,18,1698.0,60.0,Beginner,
440,Rediscover Telok Ayer Cultural Roots (for Licensed Tourist Guides only),Society of Tourist Guides (Singapore),65,60.0,7.5,Unspecified,
441,PWM-Security: Security Surveillance Management (Perform Remote Surveillance Function),APOLLO GLOBAL ACADEMY PTE. LTD.,65,205.0,17.5,Unspecified,
442,Designing Innovations for Sustainability,NATIONAL UNIVERSITY OF SINGAPORE,65,300.0,8.0,Unspecified,
443,Resolve Grievances & Disputes,ONG TENG CHEONG LABOUR LEADERSHIP INSTITUTE,65,257.5,17.0,Unspecified,
444,"Manage Grievances, Discipline and Disputes (SFw HR)",SINGAPORE NATIONAL EMPLOYERS FEDERATION,65,260.0,18.0,Unspecified,
